"","X","Plot","Rep","Depth","Year","Season","Cropping.system","Cover","GMC","BD","MBC","pH","AG","BG","CB","LAP","NAG","PHOS","XYL","sep","asep","bac_richness","bac_shannon.div","bac_simpson.div","bac_invsimpson.div","bac_evenness","fun_richness","fun_shannon.div","fun_simpson.div","fun_invsimpson.div","fun_evenness","amf_relabund","amf_richness","amf_shannon.div","amf_simpson.div","amf_invsimpson.div","amf_evenness","plantpath_relabund","plantpath_richness","plantpath_shannon.div","plantpath_simpson.div","plantpath_invsimpson.div","plantpath_evenness","sap_relabund","sap_richness","sap_shannon.div","sap_simpson.div","sap_invsimpson.div","sap_evenness","orgC","totN","POC","MAOC","sandC","POM","MAOM","sandM","POMc","MAOMc","sandc","poxc","noN","nhN","inorgN","P","K","Ca","Mg","Mn","Zn","Al","B","Cu","Fe","Na","Ni","Si","WEC","WEN","WAS","MWD4","MWD5","CCpc","CCc","CCn","CCcn","Wc","Wn","Wcn","inputC","inputN","Weeds","Wheat","Clover","Radish","Vetch","Grass","Yield","Yield.crop","tissue.N.percent","tissue.P.percent","tissue.K.percent","tissue.Ca.percent","tissue.Mg.percent","tissue.S.percent","tissue.B.ppm","tissue.Cu.ppm","tissue.Fe.ppm","tissue.Mn.ppm","tissue.Zn.ppm","tissue.Na.ppm","Notes","season.year","new.name"
"217",217,413,4,"0-10 cm",2020,"Fall","Corn-Corn-Corn","Wheat",0.218181818,1.25930078,50.2652,6.615,3.122899,61.860477,28.030031,29.115739,24.852625,114.131623,17.203862,2.652460167,3.763625913,2429,7.117540914,0.996161645,260.5282697,0.913063042,709,5.081020571,0.985807401,70.45925677,0.77409086,0.013412043,47,3.576059134,0.963568185,27.44853664,0.928810919,382,4.81429023113479,0.9837496,61.5369467828485,0.809747627302538,382,0.108524203,63,2.897210873,0.89212598,9.27007264,0.699279909,8.62,0.97,0.38571264,NA,NA,0.23,89.15,10.62,16.74,NA,NA,NA,2.25,2.36163864,4.61163864,15.3015,67.0224,1062.1,47.0089,45.6246,1.4424,131.991,0.2685,0.4247,12.1804,6.2479,0.4549,35.1545,22.48960497,7.982921977,50.91348737,3.987921208,4.306220177,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high xyl, low bac_evenness,","Fall 2020","413_Fall_2020"
"220",220,414,4,"0-10 cm",2020,"Fall","Corn-Corn-Corn","Clover",0.223880597,1.425493644,56.3651,6.565,3.231266,51.39116,21.329266,32.1529,20.880936,111.743336,12.870363,4.081319515,3.152467488,2141,7.224350319,0.998836856,859.7385827,0.942016387,700,5.189192653,0.986695708,75.16371668,0.792112505,0.043137098,79,3.978325556,0.974782005,39.65422284,0.91048702,398,4.9160612394838,0.9846232,65.0330367826856,0.821197803831757,398,0.191664832,67,3.083899112,0.921468958,12.73381807,0.733442226,8.7,0.99,0.38571264,NA,NA,0.23,89.15,10.62,16.74,NA,NA,NA,3.35,2.4802993,5.8302993,15.3015,67.0224,1062.1,47.0089,45.6246,1.4424,131.991,0.2685,0.4247,12.1804,6.2479,0.4549,35.1545,23.13763363,21.83209987,55.63511005,3.859987069,4.151089286,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high relabund_amf,","Fall 2020","414_Fall_2020"
"223",223,415,4,"0-10 cm",2020,"Fall","Corn-Corn-Corn","SHM",0.2,1.195356213,0,6.535,2.458455,50.966271,19.261323,30.75513,17.603179,103.567783,10.981849,4.899014109,5.432240135,1512,6.899426876,0.998398834,624.5447053,0.942391638,503,4.427411217,0.962544683,26.69847912,0.711734915,0.021503438,44,3.540835886,0.96306931,27.07775059,0.935691979,306,4.21661344627264,0.95708848,23.3037655156471,0.736708439057594,306,0.285596559,57,2.570362891,0.854197439,6.858590072,0.63574828,9.43,1.02,0.38571264,NA,NA,0.23,89.15,10.62,16.74,NA,NA,NA,2.95,2.145684455,5.095684455,15.3015,67.0224,1062.1,47.0089,45.6246,1.4424,131.991,0.2685,0.4247,12.1804,6.2479,0.4549,35.1545,23.56965273,17.61356324,48.29217026,3.704938034,3.721319801,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high soilsap_relabund,","Fall 2020","415_Fall_2020"
"226",226,416,4,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","Wheat-Clover",0.191176471,1.37233874,0,6.515,3.512686,51.710654,19.3411,31.595812,19.786724,88.642994,13.723122,4.100174906,5.02271426,2457,7.327668298,0.998929874,934.4689849,0.938638823,524,4.513211448,0.962056071,26.35467714,0.72078854,0.029594722,58,3.826066136,0.973278159,37.42257085,0.942278004,319,4.23028620920392,0.9561616,22.8110514982299,0.733763397220347,319,0.177631166,59,2.691077875,0.864126858,7.359806278,0.659976251,9.55,1.06,0.619824,NA,NA,0.44,88.93,10.63,13.96,NA,NA,NA,2.85,3.279183991,6.129183991,12.7978,57.6659,908.601,37.3295,55.7785,1.2005,152.025,0.2253,0.5226,10.2925,5.5157,0.376,30.9762,32.41225652,19.93123232,38.23136522,3.301413647,3.384897947,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fall 2020","416_Fall_2020"
"229",229,417,4,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","Wheat",0.204081633,1.299894435,0,6.535,2.384688,46.487407,16.487572,206.367253,14.213584,102.501309,7.744562,3.806466089,6.510124245,2790,7.432421202,0.99897672,977.2494973,0.936805078,723,4.690248417,0.961906643,26.25129623,0.712434585,0.020269509,62,3.861457896,0.97410921,38.62377251,0.935626887,370,4.34224212468286,0.95450504,21.9804567363066,0.734292706124056,370,0.327854072,81,2.046288749,0.727435357,3.668854442,0.465653072,9.48,0.98,0.619824,NA,NA,0.44,88.93,10.63,13.96,NA,NA,NA,3.1,2.413990597,5.513990597,12.7978,57.6659,908.601,37.3295,55.7785,1.2005,152.025,0.2253,0.5226,10.2925,5.5157,0.376,30.9762,16.19082077,6.018558623,77.54181046,2.996775485,2.960974515,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high lap, high invsimpson_bac, high soilsap_relabund,","Fall 2020","417_Fall_2020"
"232",232,418,4,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","SHM",0.206349206,1.073307775,0,6.47,2.092606,29.314315,9.341597,114.318728,12.015644,95.559835,5.623387,4.006566123,5.437482595,1487,6.893884039,0.998405214,627.0435399,0.94378383,622,3.852429758,0.875814649,8.052479526,0.598859884,0.030758166,60,3.572131266,0.961379051,25.89268296,0.872454971,304,3.57056010067354,0.86427728,7.36796315311097,0.624548329509631,304,0.125993076,69,2.82442743,0.871200445,7.764001992,0.66706575,9.01,0.97,0.619824,NA,NA,0.44,88.93,10.63,13.96,NA,NA,NA,1.35,2.099393192,3.449393192,12.7978,57.6659,908.601,37.3295,55.7785,1.2005,152.025,0.2253,0.5226,10.2925,5.5157,0.376,30.9762,13.47420595,5.682626511,69.5329087,3.374810115,3.434475342,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low BD, high lap, low fun_evenness,","Fall 2020","418_Fall_2020"
"235",235,419,4,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","Clover",0.209302326,1.167277506,0,6.535,2.417158,45.614491,14.26132,157.088823,17.139929,111.779003,7.59496,3.683025087,7.195539753,1460,6.892888472,0.998436136,639.4416041,0.946020739,789,5.304087268,0.986594976,74.59889909,0.79512413,0.027117482,53,3.53204941,0.961269192,25.81923928,0.889619576,430,5.00309292239466,0.98437336,63.9932832649885,0.825077529993429,430,0.168713079,70,2.844249381,0.869247782,7.648053817,0.669472182,8.46,0.97,0.619824,NA,NA,0.44,88.93,10.63,13.96,NA,NA,NA,2.85,2.181919717,5.031919717,12.7978,57.6659,908.601,37.3295,55.7785,1.2005,152.025,0.2253,0.5226,10.2925,5.5157,0.376,30.9762,32.97018365,7.241582388,64.05789333,3.212700999,3.197407615,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high lap,","Fall 2020","419_Fall_2020"
"238",238,420,4,"0-10 cm",2020,"Fall","Corn-Cotton-Soybean","No cover",0.204081633,1.278411351,171.3758,6.42,2.300578,45.556818,14.043689,161.878838,17.049035,101.502002,10.945586,4.597726069,7.204310928,983,6.543122259,0.9979798,495.0004624,0.949570952,644,5.034266267,0.983406097,60.26309704,0.778370558,0.039382773,71,3.861640145,0.973080948,37.1484107,0.905918402,364,4.7252969270928,0.97999712,49.9928010366508,0.801284320055641,364,0.186227545,56,2.752477377,0.88569312,8.748379801,0.683785564,10.02,1.05,0.619824,NA,NA,0.44,88.93,10.63,13.96,NA,NA,NA,4.35,2.332070702,6.682070702,12.7978,57.6659,908.601,37.3295,55.7785,1.2005,152.025,0.2253,0.5226,10.2925,5.5157,0.376,30.9762,27.07572907,6.395292055,73.48687734,2.653132743,2.580492625,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high lap,","Fall 2020","420_Fall_2020"
"241",241,101,1,"0-10 cm",2021,"Spring","Corn-Corn-Corn","No cover",0.204545455,NA,118.7229,NA,NA,35.989146,NA,NA,11.027932,48.225813,NA,NA,NA,1870,6.87016919,0.995677247,231.3340392,0.911925737,605,5.038282082,0.98556377,69.27016306,0.786588974,0.002034093,8,1.927902613,0.830787542,5.909730363,0.92712518,365,4.73581494708561,0.9823856,56.7717322190935,0.802694464541823,365,0.133390632,52,2.40881052,0.809385554,5.246192105,0.609633496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.748778408,8.080072314,12.82885072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.64238856,9.045939086,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness, high nh-n, high inorg. n,","Spring 2021","101_Spring_2021"
"244",244,102,1,"0-10 cm",2021,"Spring","Corn-Corn-Corn","Wheat",0.209302326,NA,125.7394,NA,NA,64.091737,NA,NA,26.219831,100.594638,NA,NA,NA,1722,6.986123973,0.99842777,636.0393278,0.937578496,632,5.048030049,0.984614301,64.99542039,0.782775101,0.030173984,46,3.483719424,0.959084565,24.44065404,0.909910087,357,4.73545941158765,0.98181296,54.9842085353088,0.805660476652774,357,0.210041185,58,2.686274432,0.88000388,8.333602792,0.661571761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.364249446,4.578816532,6.943065978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.42020174,5.53358794,NA,NA,NA,28.105,42.44,1.234,34.39222042,33.894,1.021,33.19686582,127.3058896,3.7029524,3.84,296.9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","102_Spring_2021"
"247",247,103,1,"0-10 cm",2021,"Spring","Corn-Corn-Corn","SHM",0.219512195,NA,48.6292,NA,NA,102.316174,NA,NA,32.878116,226.353084,NA,NA,NA,1456,6.563466414,0.995906749,244.3045811,0.901148221,569,4.661127684,0.971819928,35.48607021,0.734743937,0.00928365,17,2.450466879,0.872056402,7.815944006,0.864907291,321,4.36172054639096,0.96517992,28.7190609556326,0.755742015440586,321,0.111096903,58,3.164528772,0.92911467,14.10729125,0.779355544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.847905293,6.144389814,8.992295107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.94823157,8.129743284,NA,NA,NA,54.01,43.173,2.493,17.31768953,35.779,0.94,38.06276596,65.3302072,3.7199818,4.66,0,0.24,0,22.4,124.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness, high nh-n,","Spring 2021","103_Spring_2021"
"250",250,104,1,"0-10 cm",2021,"Spring","Corn-Corn-Corn","Wheat-Clover",0.181818182,NA,163.1926,NA,NA,92.923093,NA,NA,33.569137,134.838074,NA,NA,NA,1791,6.941627011,0.997830296,460.8924315,0.926720481,592,4.998634025,0.982730443,57.90536347,0.783054567,0.017894548,30,2.842894251,0.901388128,10.14076679,0.835851005,337,4.68188366367908,0.97916784,48.0027035122619,0.804435902324097,337,0.16449219,54,2.415817693,0.777468809,4.49375207,0.6056223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.524424665,5.245025945,8.76945061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.29887873,6.865194,NA,NA,NA,45.295,42.177,1.31,32.19618321,39.671,1.115,35.5793722,144.3518992,4.480604,2.48,336.2,3.72,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","104_Spring_2021"
"253",253,105,1,"0-10 cm",2021,"Spring","Corn-Corn-Corn","Clover",0.204545455,NA,73.8759,NA,NA,72.173832,NA,NA,33.393502,192.632144,NA,NA,NA,1769,7.061921993,0.998698501,768.3449004,0.944338292,512,4.427818914,0.960803813,25.51268558,0.709776932,0.007521162,16,2.579327461,0.912084894,11.37460944,0.930295734,297,4.17520807588684,0.95522304,22.3329140700932,0.733298998636213,297,0.120653169,53,2.362371895,0.788236783,4.722255428,0.595012142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.134358187,4.302262586,7.436620773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.73905096,5.746634483,NA,NA,NA,80.035,42.02,3.281,12.80707101,41.391,1.011,40.94065282,51.806886,4.031853,0.6,0,122.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2021","105_Spring_2021"
"256",256,106,1,"0-10 cm",2021,"Spring","Corn-Cotton-Soybean","Wheat",0.222222222,NA,109.9681,NA,NA,95.445982,NA,NA,36.87817,255.912354,NA,NA,NA,1844,7.042236131,0.9985466,688.0417994,0.936505877,513,4.924915123,0.983095776,59.15681306,0.78921433,0.016022514,31,3.212354037,0.950128614,20.05157814,0.935458942,312,4.67027421355936,0.97984648,49.6191236071912,0.813211147692347,312,0.142964353,52,2.951054454,0.919190829,12.37483313,0.746867231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.317682206,4.060094345,6.377776551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.52085831,4.645841441,NA,NA,NA,41.71,42.15,2.372,17.7698145,42.826,1.563,27.39987204,164.055236,9.222925,1.1,388.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high phos,","Spring 2021","106_Spring_2021"
"259",259,107,1,"0-10 cm",2021,"Spring","Corn-Cotton-Soybean","SHM",0.204545455,NA,156.5609,NA,NA,65.225267,NA,NA,27.610679,165.849087,NA,NA,NA,1632,6.846224958,0.998007272,501.8245591,0.925470498,597,4.967376295,0.982062185,55.74815067,0.777134028,0.019431818,27,2.952759762,0.930803495,14.45159696,0.895905921,358,4.68166856429352,0.97948096,48.7352234802409,0.796129972422624,358,0.204886364,54,2.658281867,0.884108271,8.628743487,0.666405741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.869898511,5.171229403,10.04112791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.80945918,7.649945283,NA,NA,NA,65.74,42.704,2.562,16.66822795,40.747,1.3,31.34384615,95.144372,5.6980552,0.88,0,14.24,2.6,44.8,160.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","107_Spring_2021"
"262",262,108,1,"0-10 cm",2021,"Spring","Corn-Cotton-Soybean","Clover",0.212765957,NA,27.6011,NA,NA,61.001823,NA,NA,24.455601,161.646977,NA,NA,NA,1474,6.722231922,0.99731052,371.8191169,0.921391999,456,4.444822075,0.955264798,22.35376045,0.725982408,0.024436429,34,3.150418696,0.940894354,16.91885735,0.893390983,267,4.10608535469529,0.94537288,18.3059257013733,0.734902920155866,267,0.226750827,49,2.591430271,0.825337131,5.725315334,0.66586586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.536638144,4.409984851,6.946622995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.90482523,5.465287755,NA,NA,NA,56.75,42.813,3.283,13.04081633,41.083,1.385,29.66281588,35.1589862,2.688305,0.44,0,81.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low bac_evenness,","Spring 2021","108_Spring_2021"
"265",265,109,1,"0-10 cm",2021,"Spring","Corn-Cotton-Soybean","No cover",0.181818182,NA,40.8615,NA,NA,50.659491,NA,NA,18.973746,103.716658,NA,NA,NA,1423,6.787804967,0.998011096,502.7894583,0.934892065,455,4.598526954,0.973234776,37.36191433,0.751356779,0.000898944,5,1.378227563,0.697916667,3.310344828,0.856340933,284,4.37877418279889,0.96958152,32.8747524531141,0.775145008312911,284,0.182672859,43,2.184142896,0.741729339,3.87190707,0.580703719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.641318691,5.134038881,8.775357572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8579784,5.751969543,NA,NA,NA,0.69,NA,NA,NA,42.892,2.119,20.24162341,5.8590472,0.2894554,13.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","109_Spring_2021"
"268",268,110,1,"0-10 cm",2021,"Spring","Corn-Cotton-Soybean","Wheat-Clover",0.232142857,NA,79.6835,NA,NA,50.330258,NA,NA,22.565781,112.043003,NA,NA,NA,1376,6.766107421,0.998121692,532.3940383,0.936234582,546,5.152901008,0.987456945,79.7253907,0.817580918,0.017862183,26,2.843292053,0.918200857,12.22506697,0.872685023,349,4.89498866334113,0.98511616,67.1869625042999,0.836025368839508,349,0.134510705,45,2.542194669,0.840200322,6.257834878,0.667827704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275039881,3.513927586,4.788967467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.44291993,4.218778846,NA,NA,NA,41.645,42.773,1.652,25.89164649,40.92,1.868,21.90578158,134.0108662,5.1793424,1.22,300.38,11.76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2021","110_Spring_2021"
"271",271,111,1,"0-10 cm",2021,"Spring","Soybean-Soybean-Soybean","No cover",0.166666667,NA,6.438,NA,NA,32.934464,NA,NA,11.901375,156.057011,NA,NA,NA,845,6.361409695,0.997533879,405.4950654,0.943922236,445,4.503310063,0.975431499,40.70252362,0.738480683,0.005904322,13,2.286912582,0.873058499,7.877644368,0.891601456,277,4.27427284345968,0.97216096,35.9207788774326,0.760003474163671,277,0.166316913,39,2.560976292,0.871645411,7.790917416,0.699040043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.791791322,4.520810022,8.312601344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.38033963,6.405330049,NA,NA,NA,0.555,NA,NA,NA,41.978,1.841,22.80173819,4.0550748,0.1778406,9.66,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","111_Spring_2021"
"274",274,112,1,"0-10 cm",2021,"Spring","Soybean-Soybean-Soybean","Wheat-Clover",0.214285714,NA,163.4541,NA,NA,57.236506,NA,NA,31.313811,211.040366,NA,NA,NA,2436,7.368896508,0.998986515,986.6939691,0.944958974,527,4.912065603,0.98186238,55.13402583,0.783773483,0.018165526,24,2.683544711,0.879044421,8.267497922,0.844398759,337,4.65433626783741,0.97937416,48.4828739096202,0.799702740241817,337,0.187153796,47,2.7806624,0.894260474,9.457201444,0.722222285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.929758689,4.884639285,6.814397974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.23701286,5.82719798,NA,NA,NA,54.255,42.597,1.96,21.73316327,42.372,1.287,32.92307692,137.8700334,6.270209,11.1,294.16,18.46,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high invsimpson_bac, high nh-n,","Spring 2021","112_Spring_2021"
"277",277,113,1,"0-10 cm",2021,"Spring","Soybean-Soybean-Soybean","SHM",0.204081633,NA,55.0819,NA,NA,78.349549,NA,NA,23.881773,209.135274,NA,NA,NA,1386,6.819647453,0.998324237,596.7432401,0.942698428,411,4.464151906,0.973525934,37.77281575,0.741726803,0.01069371,15,2.268755947,0.863386936,7.319944184,0.837782086,251,4.24814777463118,0.97013336,33.48217275194,0.768832495983341,251,0.13037645,34,2.252913096,0.814278423,5.384403975,0.638877699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84770305,7.778042917,12.62574597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.83350207,8.043947907,NA,NA,NA,51.345,42.951,2.028,21.17899408,42.477,1.084,39.18542435,68.6782182,3.1751048,7.34,0,3.42,18.38,12.16,118.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","113_Spring_2021"
"280",280,114,1,"0-10 cm",2021,"Spring","Soybean-Soybean-Soybean","Wheat",0.177777778,NA,101.1102,NA,NA,141.343449,NA,NA,52.367835,241.26001,NA,NA,NA,1169,6.641172978,0.997721227,438.832674,0.940156182,443,4.183684223,0.936241608,15.68420982,0.686573615,0.013972125,23,2.909532719,0.934384736,15.24035636,0.927934328,291,4.03808115635081,0.93433528,15.2288778509982,0.711766449078804,291,0.138013937,44,2.582028887,0.86864258,7.612816998,0.682320163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.374852629,4.398464743,5.773317372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.03837955,4.478759615,NA,NA,NA,29.96,42.163,1.656,25.46074879,40.952,1.224,33.45751634,167.8551254,6.5565648,9.4,388.98,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high bg, high nag, high phos,","Spring 2021","114_Spring_2021"
"283",283,115,1,"0-10 cm",2021,"Spring","Soybean-Soybean-Soybean","Clover",0.18,NA,125.364,NA,NA,109.573212,NA,NA,33.814809,170.97428,NA,NA,NA,1357,6.776871554,0.998221005,562.1152224,0.939531652,358,3.901600937,0.939346472,16.48708703,0.663477434,0.019264386,24,2.847816935,0.922860082,12.96345692,0.896088325,212,3.63773620616476,0.93047136,14.3825623512843,0.679114648701799,212,0.143591024,37,2.378139886,0.818910628,5.522135239,0.65859705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.293289648,4.451470566,6.744760214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.48871402,5.039505419,NA,NA,NA,33.33,42.439,2.916,14.55384088,42.64,1.44,29.61111111,21.9243324,1.3151376,12.84,0,38.76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: low fun_evenness,","Spring 2021","115_Spring_2021"
"286",286,116,1,"0-10 cm",2021,"Spring","Corn-Soybean-Corn","SHM",0.204545455,NA,16.8342,NA,NA,74.958182,NA,NA,29.224196,180.302774,NA,NA,NA,1000,6.552733795,0.998021875,505.5291673,0.948605376,524,4.832191613,0.979015619,47.65449089,0.771731699,0.031892697,39,3.427873977,0.960599725,25.38053343,0.935667066,327,4.57043296602892,0.97687968,43.2519965121591,0.789372090848192,327,0.142921013,46,2.861108014,0.897587452,9.76442843,0.747290675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.418772169,4.689252631,7.1080248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.59662759,5.595924378,NA,NA,NA,42.595,43.107,1.724,25.00406032,41.241,1.48,27.86554054,67.9535394,2.7168872,0.48,0,0.06,4.18,14.1,138.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high nh-n,","Spring 2021","116_Spring_2021"
"289",289,117,1,"0-10 cm",2021,"Spring","Corn-Soybean-Corn","No cover",0.204081633,NA,138.9964,NA,NA,76.478888,NA,NA,23.72335,177.427556,NA,NA,NA,1864,7.098608771,0.998705368,772.420285,0.942650239,540,4.515929843,0.968028128,31.27749288,0.71777481,0.00222316,9,2.017731599,0.840890883,6.284994965,0.918309225,312,4.32147424087852,0.96607976,29.480923484032,0.752476378569943,312,0.110060504,50,2.867592101,0.90547408,10.57910892,0.733020255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.374630266,4.356873573,8.731503839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.28595767,6.002562051,NA,NA,NA,0.23,NA,NA,NA,40.438,2.256,17.92464539,8.4838924,0.4733088,20.98,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"note: high pathogen_relabund,","Spring 2021","117_Spring_2021"
"292",292,118,1,"0-10 cm",2021,"Spring","Corn-Soybean-Corn","Wheat-Clover",0.212765957,NA,81.8739,NA,NA,69.809229,NA,NA,21.51921,165.516829,NA,NA,NA,1514,6.86114518,0.998185991,551.2652478,0.936993568,529,4.868094284,0.981650943,54.4987129,0.776288194,0.009998,20,2.649588909,0.900832653,10.08396444,0.884454506,317,4.57565422719287,0.97802856,45.5136304220389,0.794535904041342,317,0.144171166,47,2.669437409,0.875905894,8.058400462,0.693333785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.765281326,4.311084038,6.076365364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.73348297,5.15306599,NA,NA,NA,57.985,42.093,2.192,19.20301095,42.734,1.512,28.26322751,139.3981262,7.1715776,12.28,317.04,1.66,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Spring 2021","118_Spring_2021"
